Address,Area,Bedroom,Code,DateExpiration,DateUpLoad,Furniture,Legal,Name,Price,Toilet
Tân Phú,70 m²,2 phòng,15043864,30/11/2023,20/11/2023,Nội thất đầy đủ.,,"Cho thuê căn hộ Carillon 2 - Trịnh Đình Thảo 70m2, 2PN, NTDD giá: 9tr/tháng 0932/742/068",9 triệu/tháng,2 phòng
Tân Phú,95 m²,3 phòng,38388046,28/11/2023,18/11/2023,,,"Cho thuê gấp căn hộ Celadon Tân Phú, DT 95m2, 3PN, 2WC, nhà đẹp giá 10tr, LH ",10 triệu/tháng,2 phòng
Tân Phú,70 m²,2 phòng,37352559,01/12/2023,21/11/2023,,,"Cho thuê gấp CH Carillon 5 Tân Phú. DT 70m2, 2PN, 2WC nhà đẹp, full NT, giá 10tr/th LH ",10 triệu/tháng,2 phòng
Tân Phú,78 m²,2 phòng,36862897,01/12/2023,21/11/2023,Cơ bản,Sổ đỏ/ Sổ hồng,"Cho thuê gấp CH Carillon 5 mặt tiền Lũy Bán Bích, 78m2, 2PN, 2WC, NT cơ bản, giá 10tr: ",10 triệu/tháng,2 phòng
Tân Phú,80 m²,3 phòng,37557833,01/12/2023,21/11/2023,,,"Chủ nhà cần cho thuê căn hộ chung cư Lotus Garden, 78m2, 3pn, 2wc, đúng giá 10tr/th. LH: ",9 triệu/tháng,2 phòng
Tân Phú,80 m²,2 phòng,38608032,01/12/2023,21/11/2023,Cơ bản,Hợp đồng mua bán,"Cho thuê CHCC Tân Hương Tower, Tân Hương, Tân Phú. 80m2 2PN 2WC giá 8 triệu. Cọc 1T. LH ",8 triệu/tháng,2 phòng
Tân Phú,53 m²,1 phòng,38591127,29/11/2023,19/11/2023,Đầy đủ,Hợp đồng mua bán,"Cho thuê căn hộ Celadon khu Emerald 53m2 1PN, 1 WC. Giá thuê 10tr/th. Full nội thất",10 triệu/tháng,1 phòng
Tân Phú,65 m²,2 phòng,37451373,02/12/2023,22/11/2023,,,"Cho thuê chung cư RichStar Tân Phú. 65m2, 2PN, giá: 12tr, LH: ",12 triệu/tháng,2 phòng
Tân Phú,106 m²,3 phòng,38582098,28/11/2023,18/11/2023,,,"Cho thuê CHCC Oriental Plaza, Tân Phú. DT: 106m2, 3PN 2WC. Giá 13 tr/th, ở liền được. LH ",13 triệu/tháng,2 phòng
Tân Phú,75 m²,2 phòng,38608011,01/12/2023,21/11/2023,Đầy đủ,Hợp đồng mua bán,Cho thuê CHCC Topaz Garden Center Trịnh Đình Thảo Tân Phú 75m2 2PN full NT. Giá 11 tr: ,11 triệu/tháng,2 phòng
Tân Phú,50 m²,1 phòng,37766874,04/12/2023,24/11/2023,Cơ bản.,,Cho thuê căn hộ giá rẻ Topaz Celadon 1PN 6tr5 ngay Aeon Mall Tân Phú. Phòng ngủ rộng. Nhận nhà liền,"6,5 triệu/tháng",1 phòng
Tân Phú,66 m²,2 phòng,38607347,01/12/2023,21/11/2023,,,"Cần cho thuê căn hộ chung cư Carillon 7, Tân Phú. DT: 66m2, 2PN, 1WC. Giá 9.5 tr/tháng","9,5 triệu/tháng",1 phòng
Tân Phú,70 m²,2 phòng,36743102,07/12/2023,27/11/2023,,,Chính chủ cần cho thuê gấp căn hộ Melody nhà trống giá tốt lh: ,10 triệu/tháng,
Tân Phú,38 m²,1 phòng,38642406,11/12/2023,26/11/2023,Cao cấp,,"Căn hộ dịch vụ cao cấp giá rẻ 3tr6 Nguyễn Thế Truyện, trung tâm Q. TP","3,6 triệu/tháng",1 phòng
Tân Phú,74 m²,2 phòng,35085501,29/11/2023,19/11/2023,,Hợp đồng mua bán,"Cho thuê gấp căn 2PN 2WC full nội thất, 11tr/tháng, LH: ",11 triệu/tháng,2 phòng
Tân Phú,78 m²,2 phòng,32498042,01/12/2023,01/11/2023,,,"Cho thuê CH chung cư Oriental - Tân Phú, 2PN, full NT, giá 10tr/th. Liên hệ: ",10 triệu/tháng,2 phòng
Tân Phú,85 m²,2 phòng,38529704,01/12/2023,21/11/2023,Full Nội Thât,,"Cần cho thuê CH 2PN CC Oriental Plaza đường Âu Cơ, quận Tân Phú, full nội thất",14 triệu/tháng,2 phòng
Tân Phú,100 m²,3 phòng,38619641,08/12/2023,23/11/2023,,,"Cho thuê Celadon City, Tân Phú, 3PN, 2WC, DT; 100m2 Giá: 11 triệu/th nhà đẹp, LH: Hà An ",11 triệu/tháng,2 phòng
Tân Phú,70 m²,2 phòng,38619435,03/12/2023,23/11/2023,Đầy đủ,,"Cho thuê CH Carillon 5, Lũy Bán Bích 70m2 2PN 2WC, NT full ở liền, giá 10tr/th. LH: ",10 triệu/tháng,2 phòng
Tân Phú,78 m²,2 phòng,37403119,03/12/2023,23/11/2023,,,"Chính chủ cho thuê căn hộ CC Oriental Plaza, 78m2, 2PN, nhà đẹp, giá 10tr/tháng, LH: ",10 triệu/tháng,2 phòng
Tân Phú,69 m²,2 phòng,38621089,03/12/2023,23/11/2023,,,"Nhà rất đẹp giá quá thấp căn hộ 8X Đầm Sen, DT 69m2 thuê chỉ 8tr/th, vào ở liền, 2PN 1WC",8 triệu/tháng,1 phòng
Tân Phú,100 m²,3 phòng,38284660,02/12/2023,22/11/2023,,,"Chủ cho thuê căn hộ 3phòng chung cư Oriental Plaza, Tân Phú, góc 100m2, giá 12tr/th. LH ",12 triệu/tháng,2 phòng
Tân Phú,67 m²,2 phòng,36110559,30/11/2023,20/11/2023,,,"Cho thuê chung cư Lotus Garden: DT 67m2, 2 PN giá 9 tr/th LH ",9 triệu/tháng,2 phòng
Tân Phú,105 m²,3 phòng,38450017,03/12/2023,23/11/2023,,,"Cho thuê CHCC Oriental Plaza, DT 105m2, 3PN, 3WC, giá 12.5 triệu/th, LH: ","12,5 triệu/tháng",3 phòng
Tân Phú,69 m²,2 phòng,38622443,03/12/2023,23/11/2023,Đầy đủ.,,"Cho thuê căn hộ 8X Đầm Sen 69m2 2PN 8tr/tháng full NT, nhà mới view đẹp. LH ",8 triệu/tháng,1 phòng
Tân Phú,83 m²,2 phòng,38601685,01/12/2023,21/11/2023,,,"Cho thuê CHCC Oriental Plaza, Âu Cơ, Tân Phú. DT - 83m2, 2PN, 2WC. Giá 11 Triệu - Full nội thất",11 triệu/tháng,2 phòng
Tân Phú,83 m²,3 phòng,38529465,01/12/2023,21/11/2023,Nội thất cơ bản,,"Cho thuê nhanh căn hộ 3PN CC Richstar quận Tân Phú, mặt tiền đường Hoà Bình",14 triệu/tháng,2 phòng
Tân Phú,75 m²,2 phòng,38448943,03/12/2023,23/11/2023,,,"Giỏ hàng có căn hộ Celadon City cho thuê, DT 50 - 70m2, 1-2-3PN, giá 9-15tr/th, Lh: ",10 triệu/tháng,2 phòng
Tân Phú,50 m²,1 phòng,38624315,03/12/2023,23/11/2023,,,"Cho thuê căn hộ CC Babylon, Tân Phú. DT 50m2, 1PN - 1WC. Giá 7tr/th, LH: ",7 triệu/tháng,1 phòng
Tân Phú,93 m²,3 phòng,37801763,03/12/2023,23/11/2023,,,"Cho thuê CC RichStar - Tân Phú, DT 93m2, 3PN, nhà đẹp, giá 14 tr/th. LH: ",14 triệu/tháng,2 phòng
Tân Phú,50 m²,1 phòng,38301219,03/12/2023,23/11/2023,,,"Cho thuê căn hộ Babylon MT 683 Âu Cơ, Tân Phú, 50m2, 1PN, 7 triệu/th. LH Tâm ",7 triệu/tháng,1 phòng
Tân Phú,69 m²,2 phòng,38275664,02/12/2023,17/11/2023,Đầy đủ,,"Cho thuê căn hộ 2PN, 69m2, đầy đủ nội thất, giá 11tr/tháng, chung cư Melody Âu Cơ Tân Phú",11 triệu/tháng,2 phòng
Tân Phú,68 m²,2 phòng,36597336,03/12/2023,23/11/2023,,,"Cho thuê chung cư Richstar, Hòa Bình, Tân Phú, 68m2, 2PN, giá: 11tr, LH: ",11 triệu/tháng,2 phòng
Tân Phú,84 m²,3 phòng,38441213,05/12/2023,25/11/2023,Đầy đủ,,Cho thuê căn hộ Richstar 3pn 2wc full nội thất đẹp 17tr. LH xem nhà Thanh Phương ,17 triệu/tháng,2 phòng
Tân Phú,88 m²,2 phòng,36766809,30/11/2023,20/11/2023,,,Chính chủ gửi cho thuê CH khu Diamond Alnata 88m2 giá 14tr bao phí quản lý. Quỳnh: ,14 triệu/tháng,2 phòng
Tân Phú,69 m²,2 phòng,38595982,30/11/2023,20/11/2023,,,"Cho thuê Melody, Tân Phú, 69m2, 2PN, 2WC, full, giá 10tr, ở liền. LH: ",10 triệu/tháng,2 phòng
Tân Phú,105 m²,3 phòng,37961932,05/12/2023,25/11/2023,Không nội thất,,"Cho thuê căn góc 105m2, 3PN, Oriental Plaza, Tân Phú, 12tr/th, LH ",12 triệu/tháng,2 phòng
Tân Phú,86 m²,3 phòng,36744495,05/12/2023,25/11/2023,,,Tôi cần cho thuê CHCC Res Green 86m2 3PN 2WC nhà trống mới đẹp ở liền 13tr LH: ,13 triệu/tháng,2 phòng
Tân Phú,65 m²,2 phòng,37087117,05/12/2023,25/11/2023,Đầy đủ,Hợp đồng mua bán,"LH 909.085.196 để thuê RichStar giá tốt nhất thị trường 1PN + 10.5tr/th, 2PN 11.5tr/th, 3PN 14tr/th",11 triệu/tháng,2 phòng
Tân Phú,95 m²,3 phòng,38638957,05/12/2023,25/11/2023,,,"Cho thuê căn hộ Fortuna diện tích 95m2 thiết kế 3PN, 2WC Giá 9tr Lh ",9 triệu/tháng,2 phòng
Tân Phú,90 m²,3 phòng,34622187,05/12/2023,25/11/2023,,,"Cho thuê CHCC Richstar, Hòa Bình, Q. Tân Phú, DT 90m2, 3PN, giá 13tr/tháng",13 triệu/tháng,2 phòng
Tân Phú,55 m²,2 phòng,38530120,05/12/2023,25/11/2023,Cơ bản,Hợp đồng mua bán,"Cho thuê căn hộ Celadon City Q. Tân Phú, 55m2, 2pn1wc, NTCB giá 7.5tr, Ở ngay. ","7,5 triệu/tháng",1 phòng
Tân Phú,70 m²,2 phòng,22372873,05/12/2023,25/11/2023,Full nội thất.,,"Cho thuê CHCC Oriental Âu Cơ, DT: 82m2, 2PN, giá 10tr, LH: ",10 triệu/tháng,2 phòng
Tân Phú,67 m²,2 phòng,38578722,07/12/2023,27/11/2023,Đầy đủ,,"Cho thuê 2PN, 2WC, giá rẻ nhất khu full nội thất như hình, căn góc view công viên cực kỳ thoáng mát",Thỏa thuận,2 phòng
Tân Phú,70 m²,2 phòng,38380985,07/12/2023,27/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,"Căn cho thuê 9tr, 2PN, 2WC, full nội thất, ở liền có ban công thoáng mát như hình",9 triệu/tháng,2 phòng
Tân Phú,70 m²,2 phòng,38448056,01/12/2023,01/11/2023,,,"Cho thuê căn hộ chung cư Celadon City Q. Tân Phú DT 70m2,2PN, 2WC nhà đẹp. 10tr/th. LH ",10 triệu/tháng,2 phòng
Tân Phú,35 m²,1 phòng,37974303,07/12/2023,27/11/2023,,,Cho thuê căn hộ 1PN bancol giá rẻ ngay AEON Tân Phú,6 triệu/tháng,
Tân Phú,86 m²,2 phòng,38310135,01/12/2023,21/11/2023,,,"Cho thuê căn hộ CC Oriental Plaza Tân Phú. DT 86m2, 2PN - 2WC. Giá 9tr/th. LH: ",9 triệu/tháng,2 phòng
Tân Phú,84 m²,2 phòng,38619807,30/11/2023,23/11/2023,Đầy đủ.,,"Căn hộ ngay siêu thị BigC Âu Cơ: Hồ bơi, gym, CV, trường... 84m2, 2pn, 2wc, full nt, giá 11tr",11 triệu/tháng,2 phòng
Tân Phú,65 m²,2 phòng,38389450,05/12/2023,25/11/2023,Đầy đủ,,Cho thuê căn hộ Richstar 2PN 2WC full nội thất 13tr/tháng. Liên hệ ,13 triệu/tháng,2 phòng
Tân Phú,100 m²,3 phòng,38185229,03/12/2023,23/11/2023,,,"Cho thuê chung cư Celadon City, Quận Tân Phú, 100m2, 3PN, 2WC, giá 15tr. LH: ",15 triệu/tháng,2 phòng
Tân Phú,91 m²,3 phòng,38650404,07/12/2023,27/11/2023,Đầy đủ,,Cho thuê căn hộ Richstar 3PN 2WC full nội thất đẹp 15tr. LH xem nhà Th. Anh PKD Richstar ,15 triệu/tháng,2 phòng
Tân Phú,65 m²,2 phòng,38604220,01/12/2023,21/11/2023,Đầy đủ,,"Cho thuê CHCC Richstar, Tân Phú, 65m2, 2PN, nhà mới, full. Giá 12,5 triệu/tháng LH: ","12,5 triệu/tháng",2 phòng
Tân Phú,70 m²,2 phòng,36907053,02/12/2023,22/11/2023,,,"Cho thuê CHCC Melody Q Tân Phú 70m2 2PN 2WC có NT ở liền, đúng giá 9,5tr/th, LH ","9,5 triệu/tháng",2 phòng
Tân Phú,70 m²,2 phòng,38601783,01/12/2023,21/11/2023,,,"Cho thuê căn hộ chung cư Carillon 5, quận Tân Phú. DT: 70m2, 2PN, 2WC. Giá 9 triệu/tháng",9 triệu/tháng,2 phòng
Tân Phú,112 m²,2 phòng,38627705,04/12/2023,24/11/2023,Đầy đủ,,"Cho thuê Diamond Brilliant 112m2 2PN, 2WC Full nội thất như hình giá chỉ 22 triệu/th chốt quá tốt",22 triệu/tháng,2 phòng
Tân Phú,53 m²,1 phòng,38571470,16/12/2023,16/11/2023,Đầy đủ,Hợp đồng mua bán,Cần cho thuê 1PN full nội thất 10tr/tháng,10 triệu/tháng,1 phòng
Tân Phú,100 m²,3 phòng,38622349,03/12/2023,23/11/2023,,,"Cho thuê căn hộ CC Celadon Ruby, Tân Phú. DT 100m2, 3PN - 2WC. Giá 11tr/th. LH: ",11 triệu/tháng,2 phòng
Tân Phú,71 m²,2 phòng,38544257,04/12/2023,24/11/2023,Đầy đủ,,"Cho thuê CH Carillon 5, Lũy Bán Bích 71m2 2PN 2WC, nt full ở liền, giá 10tr/th. LH: ",10 triệu/tháng,2 phòng
Tân Phú,65 m²,2 phòng,38627579,04/12/2023,24/11/2023,,,"Giỏ hàng căn hộ Richstar tháng 11, Tân Phú, 65m2, 2PN, nhà mới, giá 10.5 tr/th, LH: ","10,5 triệu/tháng",2 phòng
Tân Phú,65 m²,2 phòng,36274619,04/12/2023,24/11/2023,Đầy đủ,,DT 65 m2 - 10 tr/tháng | DT 91 m2 - 13 tr/tháng - Full nội thất,11 triệu/tháng,2 phòng
Tân Phú,71 m²,2 phòng,28977921,04/12/2023,24/11/2023,Nội thất đầy đủ cao cấp.,,"Cho thuê căn hộ Emerald 2PN full nội thất 12tr/th. Khu Emerald quận Tân Phú, ",12 triệu/tháng,2 phòng
Tân Phú,70 m²,2 phòng,38602040,01/12/2023,21/11/2023,,,"Cần cho thuê CC Melody Tân Phú, 70m2, 2PN, giá thuê 10tr, LH: ",10 triệu/tháng,2 phòng
Tân Phú,106 m²,3 phòng,38221783,03/12/2023,23/11/2023,,,"Cho thuê Oriental 685 Âu Cơ - Tân Phú 106m2, 3PN NTCC, 14tr/tháng, ",14 triệu/tháng,3 phòng
Tân Phú,69 m²,2 phòng,38527115,28/11/2023,21/11/2023,Đầy đủ,Sổ đỏ/ Sổ hồng,"Chuyên cho thuê căn hộ tại dự án Celadon City Q. Tân phú, từ 1PN, 2PN, 3PN, chỉ 10tr/tháng, ở ngay",11 triệu/tháng,2 phòng
Tân Phú,93 m²,3 phòng,24238901,30/11/2023,23/11/2023,,,"Chuyên cho thuê CH Richstar, Tô Hiệu, Hòa Bình, 2PN=NTDD=11tr, 3PN=12tr Anh Trúc: ",12 triệu/tháng,2 phòng
Tân Phú,66 m²,2 phòng,38362727,07/12/2023,27/11/2023,,,Cho thuê gấp căn hộ 2PN - 11 tr/tháng - ở ngay được,11 triệu/tháng,2 phòng
Tân Phú,70 m²,2 phòng,36886468,01/12/2023,21/11/2023,,,Cần cho thuê gấp CHCC Melody Residence 70m2 2PN giá tốt 10 triệu ở liền. LH: ,10 triệu/tháng,2 phòng
Tân Phú,70 m²,2 phòng,38651075,07/12/2023,27/11/2023,Cơ bản,,"CHO THUÊ CĂN HỘ RICHSTAR DIỆN TÍCH 70m2 THIẾT KẾ 2PN, 2WC GIÁ 9TR LH ",9 triệu/tháng,2 phòng
Tân Phú,50 m²,1 phòng,36285924,03/12/2023,23/11/2023,,,"Cho thuê CH IDICO, DT 50m2 1PN 1WC, giá 7 triệu/tháng. Liên hệ: ",7 triệu/tháng,1 phòng
Tân Phú,70 m²,2 phòng,38627814,04/12/2023,24/11/2023,Đầy đủ,,"Cho thuê căn hộ Richstar, Tầng Trung, 70m2, 2PN, Nội thất, giá 12.5tr/tháng, Viễn ","12,5 triệu/tháng",2 phòng
Tân Phú,96 m²,2 phòng,29403760,04/12/2023,24/11/2023,,,"Cho thuê căn hộ 2PN 2VS 96m2 khu Diamond Brilliant Tân Phú, miễn phí Ql 2 năm",15 triệu/tháng,2 phòng
Tân Phú,67 m²,2 phòng,38570080,03/12/2023,23/11/2023,Cơ bản,Hợp đồng mua bán,Cho thuê căn hộ Celadon Tân Phú căn tầng trệt 2PN/67m2/15tr;3PN/130m2/19tr;3PN/142m2/21tr(bao PQL),15 triệu/tháng,2 phòng
Tân Phú,68 m²,2 phòng,38540029,03/12/2023,23/11/2023,,,"Cho thuê chung cư RichStar, Quận Tân Phú, 68m2, 2PN, 2WC, giá 12tr. LH ",13 triệu/tháng,2 phòng
Tân Phú,72 m²,2 phòng,38624282,03/12/2023,23/11/2023,Cơ bản,,"Cho thuê căn hộ Carillon 5 Tân Phú 8,5triệu/tháng 72m2 2PN 2WC view cao thoáng. LH ","8,5 triệu/tháng",2 phòng
Tân Phú,71 m²,2 phòng,38624759,03/12/2023,23/11/2023,Đầy đủ,,"Giá sốc cho thuê gấp căn hộ 2PN-71m2 Emerald Tân Phú full nội thất lung linh ở liền giá 12,5 triệu","12,5 triệu/tháng",2 phòng
Tân Phú,77 m²,2 phòng,38638984,10/12/2023,25/11/2023,Cơ bản,,"Cho thuê căn hộ Sen Xanh Lotus, 77m2, 2PN, 2WC, BC hướng Đông, thoáng mát",10 triệu/tháng,2 phòng
Tân Phú,90 m²,2 phòng,38363383,03/12/2023,23/11/2023,,,"Cho thuê CHCC Oriental Plaza, Tân Phú, 90m2, 2PN, 2WC, giá 10 triệu/th, LH ",10 triệu/tháng,2 phòng
Tân Phú,74 m²,2 phòng,38620648,03/12/2023,23/11/2023,,,"Cho thuê chung cư TaniBuilding Sơn Kỳ 1, Tân Phú. DT 74m2, 2PN, giá 7 triệu, LH: ",7 triệu/tháng,2 phòng
Tân Phú,75 m²,2 phòng,31472363,03/12/2023,23/11/2023,,,"Cho thuê căn hộ chung cư Topaz Garden: DT 75m2, 2PN giá 9 tr/th, LH ",9 triệu/tháng,2 phòng
Tân Phú,70 m²,2 phòng,38620253,03/12/2023,23/11/2023,Đầy đủ,,Cho thuê căn hộ Melody Âu Cơ Tân Phú 70m2 full nội thất giá 11tr ở liền lh ,11 triệu/tháng,2 phòng
Tân Phú,71 m²,2 phòng,38351794,03/12/2023,23/11/2023,Cơ bản,Sổ đỏ/ Sổ hồng,"Cho thuê căn hộ Carillon 7 đầy đủ các căn 1PN, 2PN, 3PN - Rổ hàng ban quản lý",9 triệu/tháng,2 phòng
Tân Phú,75 m²,2 phòng,38641064,06/12/2023,26/11/2023,,,"Cho thuê nhanh CH 2PN Topaz Garden, quận Tân Phú, full nội thất, view hồ bơi",11 triệu/tháng,2 phòng
Tân Phú,71 m²,2 phòng,36908056,03/12/2023,23/11/2023,,,"Cho thuê CH Emerald 71m2. Full nội thất, nhận nhà dọn vô ở ngay. Liên hệ: ",13 triệu/tháng,2 phòng
Tân Phú,78 m²,2 phòng,38128615,02/12/2023,22/11/2023,,,"Cho thuê Oriental Plaza, Âu Cơ, Tân Phú, 2PN, 2WC, 78m2, giá 10tr/th. LH ",10 triệu/tháng,2 phòng
Tân Phú,82 m²,2 phòng,36431516,01/12/2023,21/11/2023,,,"Cần cho thuê cc Oriental Plaza 2PN 2WC, Nội thất, DT 82m2, giá: 10 tr/tháng LH ",10 triệu/tháng,2 phòng
Tân Phú,35 m²,1 phòng,38375575,06/12/2023,26/11/2023,Đầy đủ,,"Khai trương căn hộ duplex mới xây full nội thất Hòa Bình, Tân Phú gần Đầm Sen",4 triệu/tháng,1 phòng
Tân Phú,78 m²,2 phòng,38581855,28/11/2023,18/11/2023,,,"Cho thuê CHCC Oriental Plaza, Tân Phú. DT - 78m2 2PN 2WC. 10 triệu, ở được liền. LH: ",10 triệu/tháng,2 phòng
Tân Phú,71 m²,2 phòng,38608001,01/12/2023,21/11/2023,Đầy đủ,Hợp đồng mua bán,"Cho thuê căn hộ chung cư Melody Residences Âu Cơ, Tân Phú, 71m2, 2PN full 11 triệu. LH: ",11 triệu/tháng,2 phòng
Tân Phú,82 m²,3 phòng,31910945,06/12/2023,26/11/2023,,,"Cho thuê căn hộ DT 82 m2, giá 14 tr/tháng, full nội thất",14 triệu/tháng,2 phòng
Tân Phú,82 m²,2 phòng,38606554,01/12/2023,21/11/2023,,,"Cho thuê nhiều căn hộ Oriental Âu Cơ, DT 82m2=2PN=10tr, 105m2=3PN=13tr, LH ",10 triệu/tháng,2 phòng
Tân Phú,132 m²,3 phòng,37476076,30/11/2023,20/11/2023,,,Cho thuê căn 142m2 Brilliant Tân Phú ở liền được giá 17 triệu,17 triệu/tháng,2 phòng
Tân Phú,55 m²,2 phòng,20464373,30/11/2023,20/11/2023,Nội thất đầy đủ.,,"Cho thuê căn hộ RichStar, Tân Phú 55m2, 2PN, NTĐĐ 10tr/tháng. LH Trúc: ",10 triệu/tháng,1 phòng
Tân Phú,70 m²,2 phòng,29448305,30/11/2023,20/11/2023,,,"Cho thuê chung cư Carillon 5, Tân Phú, căn 70m2, 2PN, giá 9tr/th. LH ",9 triệu/tháng,2 phòng
Tân Phú,106 m²,3 phòng,14442165,30/11/2023,20/11/2023,Nội thất đầy đủ.,,"Cho thuê Oriental Plaza, BigC Tân Phú 106m2, 3PN NTCB 12 triệu/tháng, nhà đẹp, LH Trúc: ",10 triệu/tháng,2 phòng
Tân Phú,80 m²,2 phòng,36417860,29/11/2023,19/11/2023,,Sổ đỏ/ Sổ hồng,"Cần cho thuê căn 2PN, 2WC, LH: ",10 triệu/tháng,2 phòng
Tân Phú,63 m²,2 phòng,38207402,29/11/2023,19/11/2023,Nội thất đầy đủ cai cấp,Hợp đồng mua bán,HOT - Cho thuê gấp căn hộ cao cấp Emerald Celadon city 2PN/1WC full nội thất cao cấp ở liền,11 triệu/tháng,1 phòng
Tân Phú,88 m²,3 phòng,37330443,29/11/2023,19/11/2023,Cơ bản,Sổ đỏ/ Sổ hồng,"Carillon 7 căn 2PN 8.5tr, 2PN 2WC 10tr full 12tr, 3PN 13tr full 16tr/th, LH: ","12,5 triệu/tháng",2 phòng
Tân Phú,40 m²,,38585674,05/12/2023,20/11/2023,"Nội thất toàn đồ gỗ gồm: Bếp gỗ trên dưới, giường, tủ quần áo, kệ sách, bàn ăn, bàn làm việc. (hình thật).",,Khai trương Studio và 1 phòng ngủ riêng biệt giá cực khuyễn mãi Tân Phú,"4,8 triệu/tháng",
Tân Phú,50 m²,1 phòng,38591122,30/11/2023,20/11/2023,Cơ bản.,,Cho thuê căn hộ giá rẻ Topaz Celadon 1PN 6tr5 ngay Aeon Mall Tân Phú. Phòng ngủ rộng. Nhận nhà liền,"6,5 triệu/tháng",1 phòng
Tân Phú,65 m²,2 phòng,35523588,03/12/2023,23/11/2023,Full nội thất đầy đủ,,"Vào ở ngay CH Richstar Tân Phú, giá tốt T11 - 2PN giá 11tr, 3PN giá 13tr nhà mới đẹp. LH ",11 triệu/tháng,2 phòng
Tân Phú,75 m²,2 phòng,38608002,01/12/2023,21/11/2023,Đầy đủ.,Sổ đỏ/ Sổ hồng.,Cho thuê CHCC Sơn Kỳ 1 thang máy. Tân Phú. 75m2 2PN có nội thất giá 8 triệu. Ở ngay. LH: ,8 triệu/tháng,2 phòng
Tân Phú,65 m²,2 phòng,38235188,28/11/2023,18/11/2023,,,"Cho thuê CHCC Richstar Residence - Tân Phú. 65m2, 2PN, 2WC. Giá: 10 triệu, LH: ",10 triệu/tháng,2 phòng
Tân Phú,65 m²,2 phòng,36727793,04/12/2023,19/11/2023,Cơ bản,Hợp đồng mua bán,"Chính chủ cho thuê căn hộ Celadon City phân khu Emerald 65m2. Giá 11,5 triệu. Gọi ","11,5 triệu/tháng",2 phòng
Tân Phú,70 m²,2 phòng,36296612,28/11/2023,18/11/2023,,,"Chính chủ cho thuê căn hộ Carillon 2 Trịnh Đình Thảo, Tân Phú 2PN 2WC, gía 8 triệu",8 triệu/tháng,2 phòng
Tân Phú,55 m²,1 phòng,38586821,28/11/2023,18/11/2023,,,"Cho thuê nhanh chung cư Investco Babylon quận Tân Phú. 55m2, 1pn, 1wc giá: 7.5tr LH: ","7,5 triệu/tháng",1 phòng
Tân Phú,55 m²,2 phòng,35549027,03/12/2023,23/11/2023,Full nội thất đầy đủ.,,"Cho thuê căn hộ RichStar Tân Phú 2PN - 1WC full nội thất, xách vali vào ở liền, LH ",10 triệu/tháng,1 phòng
Tân Phú,72 m²,2 phòng,38585155,28/11/2023,18/11/2023,Đầy đủ,,"Cần cho thuê căn chung cư Carillon 5. Giá: 9tr/tháng (TL), DT: 72m2, 2PN, 2WC liên hệ em xem nhà",9 triệu/tháng,2 phòng
Tân Phú,91 m²,3 phòng,37422114,01/12/2023,01/11/2023,,,"Cho thuê 3PN Richstar Tân Phú, 91m2 full nội thất đẹp giá 16 triệu/tháng",16 triệu/tháng,2 phòng
Tân Phú,86 m²,3 phòng,38561836,30/11/2023,15/11/2023,Đầy đủ,,"Cho thuê căn chung cư Khuông Việt, Giá: 13tr/tháng (TL), DT: 86m2, 3PN, 2WC. Liên hệ em để xem nhà",13 triệu/tháng,2 phòng
Tân Phú,63 m²,2 phòng,38333040,28/11/2023,18/11/2023,Nhà trống hoặc full nội thất tùy theo khách yêu cầu.,,"Cho thuê căn hộ chung cư Tân Phú giỏ hàng 2PN, 3PN giá chỉ từ 9tr/tháng, P. Tân Sơn Nhì TP. HCM",9 triệu/tháng,2 phòng
Tân Phú,82 m²,2 phòng,37625686,04/12/2023,24/11/2023,,,"Cần cho thuê gấp CC Đại Thành 2PN 2WC ở liền 7,5 triệu, liên hệ SĐT ","7,5 triệu/tháng",2 phòng
Tân Phú,74 m²,2 phòng,35559128,05/12/2023,25/11/2023,,,"Căn hộ cho thuê Emerald Celadon Tân Phú, đa dạng diện tích 1 - 3 PN. Hotline PKD ","10,5 triệu/tháng",2 phòng
Tân Phú,84 m²,2 phòng,38230537,05/12/2023,25/11/2023,Cơ bản,Hợp đồng mua bán.,Giỏ hàng căn hộ cho thuê Celadon City giá tốt từ 10 triệu. Liên hệ em để tư vấn và xem nhà thực tế,10 triệu/tháng,2 phòng
Tân Phú,96 m²,2 phòng,38024306,15/12/2023,15/11/2023,,,"Cho thuê căn hộ chung cư Celadon City Tân Phú, khu Diamond",15 triệu/tháng,2 phòng
Tân Phú,70 m²,2 phòng,38156478,30/11/2023,20/11/2023,,,"Hot! Cho thuê nhanh căn hộ 2PN, 70m2 Celadon City giá chỉ 8.5 triệu. LH: ","8,5 triệu/tháng",2 phòng
Tân Phú,70 m²,2 phòng,37376744,05/12/2023,25/11/2023,,,"Cho thuê gấp CHCC Carillon 5, quận Tân Phú, 70m2, 2PN, nội thất, giá 10tr/th, LH: ",10 triệu/tháng,2 phòng
Tân Phú,83 m²,3 phòng,38633203,04/12/2023,24/11/2023,,,Chính chủ cần cho thuê CHCC Resgreen 83m2 3PN trống 14tr/th LH ,14 triệu/tháng,2 phòng
Tân Phú,84 m²,3 phòng,38636318,10/12/2023,25/11/2023,Đầy đủ,,"Cho thuê Emerald Celadon City Tân Phú (84m2) view hồ mát cho căn 3PN, 2WC. LH ",16 triệu/tháng,2 phòng
